"fdd_ingredient","orig_food_common_name","score","method","food_id","food_public_id","food_name","orig_food_id","food_V2_ID"
"Cowpeas (black-eyed peas), mature, raw (consumed cooked/heat-treated)","cowpeas common blackeyes crowder southern mature seeds raw",0.664873984769899,"manual",534,"FOOD00523","Black-eyed pea","16062",3928
"Cranberries, dried, unsweetened","cranberries dried sweetened",0.780696458906314,"manual",192,"FOOD00192","American cranberry","09079",1539
"Cream, fluid","cream fluid heavy whipping",0.727574955761177,"manual",669,"FOOD00650","Cream","01053",5506
"Cream, fluid, fat free",NA,0.687257959782207,"manual",NA,NA,NA,NA,NA
"Cream, sour, light/reduced fat/imitation/fat free","cream sour cultured",0.704367642886067,"manual",669,"FOOD00650","Cream","01056",5509
"Cress, raw","garden cress raw",0.782992612083334,"manual",99,"FOOD00099","Garden cress","780",8523
"Crustaceans, crab, cooked","crab boiled",0.791887640047452,"manual",587,"FOOD00573","Crab","0128",4543
"Crustaceans, crayfish/crawfish, cooked","crustaceans crayfish mixed species wild cooked moist heat",0.704546126558784,"manual",547,"FOOD00534","Crayfish","15146",3988
"Crustaceans, lobster, canned","crustaceans lobster northern cooked moist heat",0.788373756354889,"manual",404,"FOOD00399","American lobster","15148",2683
"Crustaceans, lobster, cooked","crustaceans lobster northern cooked moist heat",0.781264611341441,"manual",404,"FOOD00399","American lobster","15148",2683
"Crustaceans, shrimp, dried",NA,0.859341217700986,"manual",NA,NA,NA,NA,NA
"Dewberries, raw","blackberry raw",0.541774853455338,"manual",160,"FOOD00160","Rubus (Blackberry, Raspberry)","0022",1324
"Dragon fruit, raw",NA,0.454972667798707,"manual",NA,NA,NA,NA,NA
"Egg, white, cooked","egg white raw fresh",0.747107527527988,"manual",633,"FOOD00619","Eggs","01124",4852
"Escarole, cooked","endive escarole raw",0.671994284261913,"manual",48,"FOOD00048","Endive","0671",559
"Fat, animal, beef","fat beef tallow",0.58716127180575,"manual",696,"FOOD00674","Tallow","0930",6695
"Fat, animal, chicken","fat chicken",0.554202350074322,"manual",704,"FOOD00682","Other animal fat","04542",6798
"Fat, animal, lamb","fat mutton tallow",0.51254076947509,"manual",696,"FOOD00674","Tallow","04520",6696
"Fat, animal, pork","lard",0.573534465931368,"manual",703,"FOOD00681","Lard","04002",6795
"Fat, milk","butter without salt",1,"manual",667,"FOOD00648","Butter","01145",5491
"Fish roe, herring, raw","fish roe mixed species raw",0.630074850151267,"manual",722,"FOOD00698","Roe","15072",6908
"Fish roe, shad, cooked","fish roe mixed species cooked dry heat",0.616676994824882,"manual",722,"FOOD00698","Roe","15207",6909
"Fish roe, sturgeon, raw","fish roe mixed species raw",0.618715526418781,"manual",722,"FOOD00698","Roe","15072",6908
"Fish, anchovy, canned","fish anchovy european canned oil drained solids",0.736148080833893,"manual",367,"FOOD00362","European anchovy","15002",2563
"Fish, anchovy, canned/cooked","fish anchovy european canned oil drained solids",0.708630641503488,"manual",367,"FOOD00362","European anchovy","15002",2563
"Fish, anchovy, cooked","fish anchovy european canned oil drained solids",0.753730503924562,"manual",367,"FOOD00362","European anchovy","15002",2563
"Fish, catfish, cooked","fish catfish channel farmed cooked dry heat",0.622007612475925,"manual",329,"FOOD00324","Channel catfish","15235",2465
"Fish, cod, canned/cooked","fish cod pacific cooked dry heat",0.655189635016223,"manual",342,"FOOD00337","Pacific cod","15192",2510
"Fish, cod, cooked","fish cod atlantic cooked dry heat",0.710289510858089,"manual",343,"FOOD00338","Atlantic cod","15016",2512
"Fish, cod, raw","fish cod pacific raw",0.79569509242491,"manual",342,"FOOD00337","Pacific cod","15019",2509
"Fish, cod, smoked","fish cod atlantic cooked dry heat",0.73731714638534,"manual",343,"FOOD00338","Atlantic cod","15016",2512
"Fish, croaker, cooked","fish croaker atlantic cooked breaded fried",0.776577311342634,"manual",350,"FOOD00345","Atlantic croaker","15021",2533
"Fish, eel, cooked","fish eel mixed species cooked dry heat",0.796619574442788,"manual",362,"FOOD00357","Freshwater eel","15026",2556
"Fish, flatfish, smoked","fish flatfish flounder sole species cooked dry heat",0.507911691625384,"manual",548,"FOOD00535","Flatfish","15029",3993
"Fish, halibut, cooked","fish halibut atlantic pacific cooked dry heat",0.700975951718342,"manual",380,"FOOD00375","Hippoglossus (Common halibut)","15037",2610
"Fish, halibut, raw","fish halibut atlantic pacific raw",0.747532491590036,"manual",380,"FOOD00375","Hippoglossus (Common halibut)","15036",2609
"Fish, halibut, smoked","fish halibut atlantic pacific cooked dry heat",0.740218443690473,"manual",380,"FOOD00375","Hippoglossus (Common halibut)","15037",2610
"Fish, herring, dried","fish herring atlantic cooked dry heat",0.752445765892663,"manual",293,"FOOD00292","Atlantic herring","15040",2383
"Fish, mackerel, canned","fish mackerel jack canned drained solids",0.730780356630491,"manual",388,"FOOD00383","Pacific jack mackerel","15048",2636
"Fish, mackerel, canned/cooked","fish mackerel jack canned drained solids",0.697494135956423,"manual",388,"FOOD00383","Pacific jack mackerel","15048",2636
"Fish, mackerel, cooked","fish mackerel atlantic cooked dry heat",0.752508365902426,"manual",294,"FOOD00293","Atlantic mackerel","15047",2388
"Fish, mullet, cooked","fish mullet striped cooked dry heat",0.717950709269137,"manual",418,"FOOD00412","Striped mullet","15056",2709
"Fish, pike, cooked","fish pike northern cooked dry heat",0.78375326262403,"manual",439,"FOOD00431","Northern pike","15063",2745
"Fish, pompano, cooked","fish pompano florida cooked dry heat",0.733554649183403,"manual",371,"FOOD00366","Florida pompano","15069",2576
"Fish, pompano, smoked","fish pompano florida cooked dry heat",0.659016872635836,"manual",371,"FOOD00366","Florida pompano","15069",2576
"Fish, salmon, canned/cooked","fish salmon atlantic farmed cooked dry heat",0.795434524069808,"manual",465,"FOOD00455","Atlantic salmon","15237",2829
"Fish, salmon, cooked","fish salmon atlantic farmed cooked dry heat",0.795493754132549,"manual",465,"FOOD00455","Atlantic salmon","15237",2829
"Fish, salmon, dried","fish salmon chum dried alaska native",0.720653342119345,"manual",461,"FOOD00451","Chum salmon","35171",2798
"Fish, sardines, canned","sardine oil canned",0.827014521012375,"manual",531,"FOOD00520","Clupeinae (Herring, Sardine, Sprat)","0240",3910
"Fish, sardines, canned/cooked","sardine oil canned",0.79275429335402,"manual",531,"FOOD00520","Clupeinae (Herring, Sardine, Sprat)","0240",3910
"Fish, sardines, dried",NA,0.789573681894131,"manual",NA,NA,NA,NA,NA
"Fish, sea bass, cooked","fish sea bass mixed species cooked dry heat",0.788446602714319,"manual",537,"FOOD00526","Percoidei (Bass and others)","15092",3949
"Fish, shad, cooked","fish shad american cooked dry heat",0.775409586961918,"manual",480,"FOOD00470","American shad","15215",2866
"Fish, smelt, cooked","fish smelt rainbow cooked dry heat",0.724281777141967,"manual",453,"FOOD00443","Rainbow smelt","15100",2768
"Fish, snapper, cooked","fish snapper mixed species cooked dry heat",0.731778241130059,"manual",487,"FOOD00477","Snapper","15102",2876
"Fish, sturgeon, cooked","fish sturgeon mixed species cooked dry heat",0.722475945088662,"manual",494,"FOOD00483","Greater sturgeon","15105",2885
"Fish, trout, cooked","fish trout mixed species cooked dry heat",0.760738929208328,"manual",504,"FOOD00493","Salmonidae (Salmon, Trout)","15219",2923
"Fish, trout, smoked","fish trout mixed species cooked dry heat",0.667002919715047,"manual",504,"FOOD00493","Salmonidae (Salmon, Trout)","15219",2923
"Fish, tuna, canned","fish tuna white canned water drained solids",0.769848477802535,"manual",525,"FOOD00514","Albacore tuna","15126",3877
"Fish, tuna, canned/cooked","fish tuna white canned water drained solids",0.732674802272662,"manual",525,"FOOD00514","Albacore tuna","15126",3877
"Fish, tuna, cooked","fish tuna light canned water drained solids",0.794290994715461,"manual",621,"FOOD00607","Thunnus","15121",4606
"Fish, tuna, dried","fish tuna fresh bluefin cooked dry heat",0.729263728534806,"manual",308,"FOOD00305","Northern bluefin tuna","15118",2419
"Fish, tuna, smoked","fish tuna fresh bluefin cooked dry heat",0.687672944114693,"manual",308,"FOOD00305","Northern bluefin tuna","15118",2419
"Fish, whiting, cooked","fish whiting mixed species cooked dry heat",0.796619574442788,"manual",515,"FOOD00504","Whiting","15133",3853
"Flour, oat","oat flour partially debranned",0.744634352754238,"manual",22,"FOOD00022","Oat","20132",351
"Flour, tapioca",NA,0.603970009550919,"manual",NA,NA,NA,NA,NA
"Flowers or blossoms of sesbania, squash, or lily, cooked","sesbania flower cooked steamed without salt",0.605067112423339,"manual",479,"FOOD00469","Sesbania flower","11448",2863
"Goat, variety meat, brains, cooked","veal variety meats by products brain cooked braised",0.605914170233725,"manual",506,"FOOD00495","Cattle (Beef, Veal)","17189",3408
"Groundhog, lean and fat, cooked",NA,0.503756430744915,"manual",NA,NA,NA,NA,NA
"Hops",NA,0,"manual",NA,NA,NA,NA,NA
"Huckleberries, raw/frozen","black huckleberry",0.733936924965831,"manual",84,"FOOD00084","Black huckleberry","110",8577
"Juice, acai","acai berries purple fresh",0.614759522496802,"manual",743,"FOOD00718","Heart of palm","",8747
"Juice, alfalfa seeds",NA,0.905814573947036,"manual",NA,NA,NA,NA,NA
"Juice, aloe vera",NA,0.682481967687838,"manual",NA,NA,NA,NA,NA
"Juice, apple (alcoholic)","cider",0.633117058790985,"manual",629,"FOOD00615","Apple cider","28",8428
"Juice, apple, concentrate","apple [cider] juice from concentrate",0.754710126103815,"manual",105,"FOOD00105","Apple","36",8404
"Juice, apricot","apricot nectar",0.818274833745351,"manual",144,"FOOD00144","Apricot","198",8397
"Juice, banana",NA,0.800937494197676,"manual",NA,NA,NA,NA,NA
"Juice, barley grass",NA,0.59688260783033,"manual",NA,NA,NA,NA,NA
"Juice, celery","celery stalks raw",0.831650894961105,"manual",215,"FOOD00215","Celery stalks","409",8518
"Juice, elderberry","elderberry juice concentrated sugar not added",0.872881766170357,"manual",363,"FOOD00358","Elderberry","1159",2558
"Juice, grape, concentrate","grape juice cocktail frozen concentrate undiluted with added ascorbic acid",0.790013125889244,"manual",374,"FOOD00369","Grape","09136",2589
"Juice, grapefruit","juice grapefruit white raw",0.847097709598889,"manual",256,"FOOD00256","Grapefruit","",8861
"Juice, kiwi","kiwi pure juice",0.876236841023424,"manual",4,"FOOD00004","Kiwi","930",8423
"Juice, lettuce",NA,0.834227106880558,"manual",NA,NA,NA,NA,NA
"Juice, lime, concentrate","lime pure juice",0.788987558954513,"manual",53,"FOOD00053","Lime","207",8495
"Juice, orange, concentrate","juice orange frozen concentrate unsweetened diluted with 3 volume water",0.733176542568571,"manual",57,"FOOD00057","Sweet orange","",8867
"Juice, passionfruit","passion fruit juice yellow raw",0.682481967687838,"manual",128,"FOOD00128","Passion fruit","09233",996
"Juice, peach","peach nectar canned with added ascorbic acid",0.805675395305235,"manual",149,"FOOD00149","Peach","09407",1272
"Juice, pear","pear pure juice",0.834882283924826,"manual",152,"FOOD00152","Pear","38",8425
"Juice, pear, concentrate","pear pure juice",0.650392942540216,"manual",152,"FOOD00152","Pear","38",8425
"Juice, pepper",NA,0.777060938326192,"manual",NA,NA,NA,NA,NA
"Juice, pineapple, concentrate","pineapple juice frozen concentrate unsweetened undiluted",0.721913404738678,"manual",12,"FOOD00012","Pineapple","09274",271
"Juice, tomato","tomato juice canned without salt added",0.767133449812384,"manual",171,"FOOD00171","Garden tomato","11886",1394
"Juice, wheat grass",NA,0.640954434346486,"manual",NA,NA,NA,NA,NA
"Juice, wolfberry","goji berries dried",0.682481967687838,"manual",1014,"FOOD00982","Goji","",9458
"Juneberries, raw/frozen","saskatoon berry",0.592219849525098,"manual",916,"FOOD00884","Saskatoon berry","",9643
"Lamb, lean and fat, cooked","lambs quarters cooked boiled drained with salt",0.658124640785337,"manual",399,"FOOD00394","Lambsquarters","11794",2667
"Leavening agents, yeast","leavening agents yeast baker's active dry",0.723386599983219,"manual",682,"FOOD00661","Leavening agent","18375",5733
"Lentils, canned","lentil",0.88864682522256,"manual",98,"FOOD00098","Lentils","549",69
"Lentils, canned/cooked","lentil",0.834896877795855,"manual",98,"FOOD00098","Lentils","549",69
"Lentils, cooked","lentil",0.92517390732829,"manual",98,"FOOD00098","Lentils","549",69
"Lettuce, iceberg/butterhead, cooked","lettuce butterhead includes boston bibb types raw",0.759065604979826,"manual",95,"FOOD00095","Lettuce","11250",857
"Lettuce, iceberg/butterhead, raw","lettuce butterhead includes boston bibb types raw",0.760157155648517,"manual",95,"FOOD00095","Lettuce","11250",857
"Litchis/lychees, dried","litchis dried",0.683581545501752,"manual",103,"FOOD00103","Lichee","09165",883
"Litchis/lychees, raw","lychee raw",0.541774853455338,"manual",103,"FOOD00103","Lichee","0638",881
"Malt extract, dried","barley malt flour",0.567522011491957,"manual",88,"FOOD00088","Barley","20131",829
"Mangoes, dried, unsweetened","mangos raw",0.7168054806826,"manual",106,"FOOD00106","Mango","0523",916
"Milk, 1% fat, dried","milk dry skimmed powder",0.742049413383272,"manual",711,"FOOD00689","Dried milk","0366",6845
"Milk, 1% fat, fluid","milk 1 fat",0.677536977413418,"manual",632,"FOOD00618","Milk (Cow)","",9247
"Milk, 2% fat, fluid","milk 2 fat",0.677536977413418,"manual",632,"FOOD00618","Milk (Cow)","",9248
"Milk, buttermilk, nonfat, fluid","milk buttermilk 0.3  fat",0.771153879122373,"manual",714,"FOOD00692","Buttermilk","0168",6860
"Milk, goat, whole, fluid","goat milk",0.781316980172822,"manual",712,"FOOD00690","Milk (Other mammals)","0516",6854
"Milk, nonfat, dried","milk dry nonfat calcium reduced",0.617318404825127,"manual",711,"FOOD00689","Dried milk","01093",6850
"Milk, nonfat, fluid","milk nonfat fluid with added vitamin a vitamin d fat free skim",0.693425380064524,"manual",632,"FOOD00618","Milk (Cow)","01085",4828
"Milk, whole, dried","milk dry whole without added vitamin d",0.794131964164259,"manual",711,"FOOD00689","Dried milk","01212",6853
"Milk, whole, fluid","whole milk vitamin d3",0.805690512018364,"manual",632,"FOOD00618","Milk (Cow)","",9197
"Milk, whole, with 77% moisture loss (for dulce de leche and condensed milk)","milk canned condensed sweetened",0.694251863227793,"manual",871,"FOOD00842","Condensed milk","01095",8275
"Millet, uncooked (consumed cooked/heat-treated)","millet raw",0.564368004643094,"manual",126,"FOOD00126","Millet","20031",987
"Mollusks, abalone, cooked","mollusks abalone mixed species cooked fried",0.76829820851969,"manual",280,"FOOD00279","Abalone","15156",2347
"Mollusks, clam, cooked","mollusks clam mixed species cooked moist heat",0.710320004976898,"manual",544,"FOOD00531","Bivalvia (Clam, Mussel, Oyster)","15159",3965
"Mollusks, clam, smoked","mollusks clam mixed species cooked moist heat",0.631390402605137,"manual",544,"FOOD00531","Bivalvia (Clam, Mussel, Oyster)","15159",3965
"Mollusks, mussels, cooked","mollusks mussel blue cooked moist heat",0.785791133643441,"manual",307,"FOOD00304","Blue mussel","15165",2417
"Mollusks, octopus, smoked","mollusks octopus common cooked moist heat",0.740776588901591,"manual",344,"FOOD00339","Common octopus","15230",2517
"Mollusks, oysters, cooked","mollusks oyster eastern farmed cooked dry heat",0.743312649199635,"manual",361,"FOOD00356","Eastern oyster","15246",2554
"Mollusks, oysters, smoked","mollusks oyster eastern farmed cooked dry heat",0.661086225712166,"manual",361,"FOOD00356","Eastern oyster","15246",2554
"Mollusks, scallops, cooked","mollusks scallop bay sea cooked steamed",0.739353433807038,"manual",472,"FOOD00462","Scallop","90240",2842
"Mollusks, squid, canned","mollusks squid mixed species cooked fried",0.752647477123414,"manual",545,"FOOD00532","Squid","15176",3972
"Mollusks, squid, canned/cooked","mollusks squid mixed species cooked fried",0.729893451834491,"manual",545,"FOOD00532","Squid","15176",3972
"Mollusks, squid, cooked","mollusks squid mixed species cooked fried",0.766921802020763,"manual",545,"FOOD00532","Squid","15176",3972
"Mollusks, squid, dried","mollusks squid mixed species cooked fried",0.727740713208351,"manual",545,"FOOD00532","Squid","15176",3972
"Moose, lean and fat, cooked",NA,0.58400327102335,"manual",NA,NA,NA,NA,NA
"Mushrooms, dried","mushrooms shiitake dried",0.694660333082384,"manual",562,"FOOD00548","Shiitake","11268",4470
"Mushrooms, dried, cooked","mushrooms shiitake dried",0.647600104858588,"manual",562,"FOOD00548","Shiitake","11268",4470
"Nuts, almonds, roasted/heat-treated","nuts almonds dry roasted without salt added",0.587929407926294,"manual",148,"FOOD00148","Almond","12063",1245
"Nuts, cashew, roasted/heat-treated","nuts cashew nuts dry roasted without salt added",0.649018014229307,"manual",11,"FOOD00011","Cashew nut","12085",253
"Nuts, cashew, unroasted","nuts cashew nuts raw",0.693342896798021,"manual",11,"FOOD00011","Cashew nut","12087",255
"Nuts, chestnuts, roasted/heat-treated","nuts chestnuts european roasted",0.581261098475741,"manual",368,"FOOD00363","European chestnut","12167",2569
"Nuts, coconut meat, dried (desiccated)","nuts coconut meat dried desiccated toasted",0.904448780920987,"manual",341,"FOOD00336","Coconut","12114",2500
"Nuts, coconut milk","nuts coconut milk canned liquid expressed from grated meat water",0.731873935272735,"manual",341,"FOOD00336","Coconut","12118",2504
"Nuts, hazelnuts or filberts, roasted/heat-treated","nuts hazelnuts filberts dry roasted without salt added",0.746521456083134,"manual",381,"FOOD00376","Hazelnut","12122",2617
"Nuts, macadamia, roasted/heat-treated","nuts macadamia nuts dry roasted without salt added",0.638358289801086,"manual",536,"FOOD00525","Macadamia nut","12132",3943
"Nuts, macadamia, unroasted","nuts macadamia nuts raw",0.704127343089723,"manual",536,"FOOD00525","Macadamia nut","12131",3942
"Nuts, pecans, roasted/heat-treated","nuts pecans dry roasted without salt added",0.616310606228373,"manual",44,"FOOD00044","Pecan nut","12143",546
"Nuts, pistachio, roasted/heat-treated","nuts pistachio nuts raw",0.662377923979568,"manual",140,"FOOD00140","Pistachio","12151",1147
"Nuts, walnuts, raw","nuts walnuts english",0.780197391717101,"manual",94,"FOOD00094","Common walnut","12155",851
"Nuts, walnuts, roasted/heat-treated","nuts walnuts english",0.508325070165792,"manual",94,"FOOD00094","Common walnut","12155",851
"Nuts, walnuts, unroasted","nuts walnuts english",0.56305526929449,"manual",94,"FOOD00094","Common walnut","12155",851
"Oat groats (oatmeal), uncooked (consumed cooked/heat-treated)","oats",0.479218888092935,"manual",22,"FOOD00022","Oat","144",15
"Oil, vegetable/nut/seed (other than cocoa butter)","usda commodity oil vegetable low saturated fat",0.600483037396513,"manual",804,"FOOD00779","Cooking oil","04670",7794
"Olives, ripe, pickled","olives pickled canned bottled kalamata",0.678277409608287,"manual",121,"FOOD00121","Olive","",8886
"Onions, canned/cooked","onions canned solids liquids",0.769433046421312,"manual",226,"FOOD00226","Garden onion (var.)","11285",230
"Opossum, lean and fat, cooked",NA,0.503756430744915,"manual",NA,NA,NA,NA,NA
"Orange peel, cooked","orange peel raw",0.910868149860432,"manual",57,"FOOD00057","Sweet orange","09216",606
"Orange peel, dried","orange peel raw",0.84762380617575,"manual",57,"FOOD00057","Sweet orange","09216",606
"Parsnips, dehydrated","parsnips raw",0.759398887766218,"manual",129,"FOOD00129","Parsnip","11298",998
"Peaches, raw/frozen","peach raw",0.853476570988174,"manual",149,"FOOD00149","Peach","0049",1255
"Peanuts, roasted/otherwise heat treated","peanuts all types dry roasted without salt",0.575391493622792,"manual",16,"FOOD00016","Peanut","16390",316
"Peanuts, unroasted","peanuts all types raw",0.516407973428592,"manual",16,"FOOD00016","Peanut","16087",296
"Pears, dried","pears dried sulfured uncooked",0.753289210369342,"manual",152,"FOOD00152","Pear","09259",1289
"Pears, dried, cooked","pear canned",0.699023913550533,"manual",152,"FOOD00152","Pear","0215",1280
"Peas, green, split, uncooked (consumed cooked/heat-treated)","peas green raw",0.525299601974515,"manual",141,"FOOD00141","Common pea","0342",1152
"Peppers, non-bell, canned","pepper sweet canned",0.760611858623127,"manual",40,"FOOD00040","Pepper","0524",491
"Peppers, non-bell, canned/cooked","pepper sweet canned",0.738521003749629,"manual",40,"FOOD00040","Pepper","0524",491
"Peppers, non-bell, cooked","peppers sweet green cooked boiled drained with salt",0.77442834429024,"manual",40,"FOOD00040","Pepper","11822",511
"Peppers, non-bell, raw","peppers sweet red raw",0.77611947319238,"manual",40,"FOOD00040","Pepper","11821",510
"Peppers, sweet/bell, dehydrated","peppers sweet red freeze dried",0.723155062891187,"manual",40,"FOOD00040","Pepper","11931",520
"Peppers, sweet/bell, dried","pepper sweet canned",0.793570038832565,"manual",40,"FOOD00040","Pepper","0524",491
"Pig, wild, lean and fat, cooked","game meat boar wild raw",0.754579097630999,"manual",310,"FOOD00307","Wild boar","",9403
"Pigeonpeas, immature, canned/cooked","pigeonpeas immature seeds cooked boiled drained without salt",0.81959401355627,"manual",37,"FOOD00037","Pigeon pea","11345",461
"Pigeonpeas, mature, canned/cooked","pigeon peas red gram mature seeds cooked boiled without salt",0.548646445818002,"manual",37,"FOOD00037","Pigeon pea","16102",464
"Plantains, dehydrated","french plantain",0.704679483611068,"manual",444,"FOOD00436","French plantain","",9474
"Pork, lean and fat, canned","usda commodity pork canned",0.484792041538137,"manual",549,"FOOD00536","Domestic pig","10158",4221
"Pork, lean and fat, canned/cooked","usda commodity pork canned",0.549823589412262,"manual",549,"FOOD00536","Domestic pig","10158",4221
"Pork, lean and fat, cooked","pork meat approx. 20  fat raw",0.63238757448806,"manual",549,"FOOD00536","Domestic pig","0287",4046
"Pork, lean and fat, dehydrated","pork meat approx. 20  fat raw",0.57596911538419,"manual",549,"FOOD00536","Domestic pig","0287",4046
"Pork, lean and fat, dried","pork oriental style dehydrated",0.442457581601622,"manual",549,"FOOD00536","Domestic pig","43297",4421
"Pork, variety meat, blood",NA,0.60775190501745,"manual",NA,NA,NA,NA,NA
"Pork, variety meat, chitterlings, cooked","pork fresh variety meats by products chitterlings cooked simmered",0.771021032773126,"manual",549,"FOOD00536","Domestic pig","10099",4176
"Pork, variety meat, feet, cooked","pork fresh variety meats by products feet cooked simmered",0.76529449863031,"manual",549,"FOOD00536","Domestic pig","10173",4229
"Pork, variety meat, skin, cooked","pork fresh variety meats by products kidneys cooked braised",0.49797377248869,"manual",549,"FOOD00536","Domestic pig","10107",4184
"Pork, variety meat, skin, dehydrated (pork rinds)","snacks pork skins plain",0.540190645736395,"manual",549,"FOOD00536","Domestic pig","19041",4417
"Pork, variety meat, stomach, cooked","pork fresh variety meats by products stomach cooked simmered",0.771021032773126,"manual",549,"FOOD00536","Domestic pig","10863",4299
"Potatoes, canned, peel not eaten or unknown","potatoes canned drained solids no salt added",0.462935397784552,"manual",175,"FOOD00175","Potato","43311",1496
"Potatoes, canned/cooked, peel not eaten or unknown","potatoes canned drained solids",0.452029006968276,"manual",175,"FOOD00175","Potato","11376",1436
"Potatoes, cooked, peel not eaten or unknown","potatoes microwaved cooked skin flesh skin with salt",0.414722493875436,"manual",175,"FOOD00175","Potato","11834",1472
"Potatoes, cooked, with peel","potatoes microwaved cooked skin flesh skin with salt",0.589651587752259,"manual",175,"FOOD00175","Potato","11834",1472
"Potatoes, dehydrated","potatoes mashed instant powder without dry milk",0.61163319604784,"manual",175,"FOOD00175","Potato","1120",1415
"Protein, chickpea",NA,0.791476949285243,"manual",NA,NA,NA,NA,NA
"Protein, hydrolyzed corn",NA,0.62520852905038,"manual",NA,NA,NA,NA,NA
"Protein, milk/whey concentrate/isolate","whey",0.599417358117567,"manual",679,"FOOD00658","Whey","",9803
"Protein, pea",NA,0.697747965528172,"manual",NA,NA,NA,NA,NA
"Protein, soy concentrate","soy protein isolate",0.598686062905154,"manual",272,"FOOD00271","Other soy product","16122",2157
"Protein, textured vegetable",NA,0.484034637725302,"manual",NA,NA,NA,NA,NA
"Quail, lean and fat, cooked","quail cooked total edible",0.704249396183388,"manual",555,"FOOD00541","Quail","43282",4444
"Rabbit, wild, lean and fat, cooked","game meat rabbit wild cooked stewed",0.686008813780711,"manual",540,"FOOD00528","Rabbit","17181",3958
"Rabbit, domesticated, lean and fat, cooked","game meat rabbit wild cooked stewed",0.50120108233425,"manual",540,"FOOD00528","Rabbit","17181",3958
"Raccoon, lean and fat, cooked",NA,0.503756430744915,"manual",NA,NA,NA,NA,NA
"Raisins","raisins seedless",0.726551930623844,"manual",204,"FOOD00204","Common grape","09298",1584
"Raisins, cooked","raisins seedless",0.656177344196367,"manual",204,"FOOD00204","Common grape","09298",1584
"Raspberries, dried, unsweetened","raspberry",0.720813069456857,"manual",162,"FOOD00162","Red raspberry","878",114
"Rice, white, uncooked (consumed cooked/heat-treated)","rice white short grain raw",0.395638836799874,"manual",125,"FOOD00125","Rice","20052",965
"Rye grain, uncooked (consumed cooked/heat-treated)","rye kernels whole/cracked",0.550114064265626,"manual",169,"FOOD00169","Rye","0862",1344
"Sauce, pepper","sauce peppers hot chili mature red canned",0.72883708264815,"manual",665,"FOOD00646","Sauce","06961",5454
"Sauce, tomato","tomato sauce canned no salt added",0.76009421426437,"manual",665,"FOOD00646","Sauce","43217",5483
"Seaweed, nori, dried",NA,0.731587832912401,"manual",NA,NA,NA,NA,NA
"Seeds, flax, unroasted","seeds flaxseed",0.642034674798311,"manual",101,"FOOD00101","Flaxseed","12220",879
"Seeds, sunflower, roasted","seeds sunflower seed kernels dry roasted without salt",0.765824932901129,"manual",86,"FOOD00086","Sunflower","12037",814
"Seeds, sunflower, unroasted","seeds sunflower seed kernels dried",0.577465235637673,"manual",86,"FOOD00086","Sunflower","12036",813
"Spices, chives, dehydrated","chives freeze dried",0.639753030045807,"manual",9,"FOOD00009","Chives","11615",250
"Starches, gums, nutrients, other additives, misc spices","cornstarch",0.437953835738945,"manual",205,"FOOD00205","Corn","20027",1642
"Strawberries, dried, unsweetened","strawberry",0.780697210523507,"manual",83,"FOOD00083","Strawberry","70",8343
"Sugars","sugars granulated",0.709026300304925,"manual",670,"FOOD00651","Sugar","19335",5521
"Syrup, brown rice",NA,0.769574293144385,"manual",NA,NA,NA,NA,NA
"Syrup, corn","syrups corn high fructose",0.799839424631209,"manual",695,"FOOD00673","Syrup","19351",6684
"Tapioca, dried",NA,0.528773034918705,"manual",NA,NA,NA,NA,NA
"Tea, green, instant powder","green tea",0.748272278367265,"manual",940,"FOOD00908","Green tea","",9878
"Tea, oolong, leaves","tea leaves",0.747769902992048,"manual",38,"FOOD00038","Tea","0304",466
"Tomatoes, canned","tomato",0.821205804609376,"manual",173,"FOOD00173","Garden tomato (var.)","576",121
"Tomatoes, canned/cooked","tomatoes crushed canned",0.747857365479844,"manual",171,"FOOD00171","Garden tomato","11693",1389
"Tomatoes, cooked","tomato",0.875331484541982,"manual",173,"FOOD00173","Garden tomato (var.)","576",121
"Tomatoes, dehydrated","tomatoes sun dried",0.601803266493029,"manual",171,"FOOD00171","Garden tomato","11955",1397
"Tomatoes, raw","tomato",0.882494976783123,"manual",173,"FOOD00173","Garden tomato (var.)","576",121
"Triticale grain, uncooked (consumed cooked/heat-treated)","wheat",0.539352592785391,"manual",187,"FOOD00187","Common wheat","1025",132
"Turkey, lean and fat, canned/cooked","turkey",0.754254618904989,"manual",505,"FOOD00494","Turkey","",9841
"Turkey, lean and fat, cooked","turkey",0.834282079096947,"manual",505,"FOOD00494","Turkey","",9841
"Turkey, lean and fat, canned","turkey",0.801955219847807,"manual",505,"FOOD00494","Turkey","",9841
"Turkey, variety meat, giblets (incl liver/gizzard), cooked","turkey",0.543210505936584,"manual",505,"FOOD00494","Turkey","",9841
"Veal, lean and fat, cooked","veal leg top round separable lean fat cooked roasted",0.750239983024887,"manual",506,"FOOD00495","Cattle (Beef, Veal)","17098",3361
"Water, bottled","water bottled generic",0.641767147667825,"manual",685,"FOOD00664","Water","14555",5752
"Water, bottled (amount based on powder)","water bottled generic",0.38094295100418,"manual",685,"FOOD00664","Water","14555",5752
"Water, tap","water tap municipal",0.697293624367984,"manual",685,"FOOD00664","Water","14429",5743
"Water, tap (amount based on powder)","water tap municipal",0.442412683302809,"manual",685,"FOOD00664","Water","14429",5743
